index,artist,colors,convertedManaCost,flavorText,hasFoil,hasNonFoil,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,number,Price (Dollars),power,rarity,setCode,subtypes,text,toughness,types
31729,Filip Burburan,B,4,Predicting the future is a messy business.,1,1,,{3}{B},4,6b3dd0aa-b87b-525a-aa84-799ef4dbcfea,447222,Blood Divination,86,$0.13 ,,uncommon,M19,,"As an additional cost to cast this spell, sacrifice a creature.
Draw three cards.",,Sorcery
31730,Jason Felix,B,6,"""They are gentle herbivores, despite their size. Approach cautiously, and hum a tune to let them know you mean no harm.""
—Vivien Reid",1,1,,{4}{B}{B},6,88415bb9-e70a-59a1-abca-fc7e98a1739f,447223,Bogstomper,87,$0.01 ,6,common,M19,Beast,,5,Creature
31731,Jason A. Engle,B,5,Its roar is the clatter of a thousand bones.,1,1,,{3}{B}{B},5,96ce29f2-661f-5cb9-a796-74bf8102b3c6,447224,Bone Dragon,88,$0.53 ,5,mythic,M19,"Dragon,Skeleton","Flying
{3}{B}{B}, Exile seven other cards from your graveyard: Return Bone Dragon from your graveyard to the battlefield tapped.",4,Creature
31732,Ash Wood,B,2,Sins that would be too gruesome in the light of day are made more pleasing in the dark of night.,1,1,,{1}{B},2,b73c1005-a037-5da5-bb30-a696f8f53625,447225,Child of Night,89,$0.01 ,2,common,M19,Vampire,Lifelink,1,Creature
31733,Nils Hamm,B,3,"For the necromancer barons, killing and recruitment are one and the same.",1,1,,{1}{B}{B},3,1cf20ad4-cbeb-5909-942b-474f81bb1dbf,447226,Death Baron,90,$1.77 ,2,rare,M19,"Zombie,Wizard",Skeletons you control and other Zombies you control get +1/+1 and have deathtouch.,2,Creature
31734,Sidharth Chaturvedi,B,4,"A pit yawned open, a column of oily smoke arose, and a towering form hissed, ""I accept this offering.""",1,1,,{2}{B}{B},4,f8563767-953e-5b64-a359-0120b327589d,447227,Demon of Catastrophes,91,$0.22 ,6,rare,M19,Demon,"As an additional cost to cast this spell, sacrifice a creature.
Flying, trample",6,Creature
31735,Dave Kendall,B,1,"""At least this one still has arms and legs. Well, most of its legs.""
—Enslow, ghoulcaller of Nephalia",1,1,,{B},1,86163c0e-cf8d-5c7c-942d-dd8a5f73554a,447228,Diregraf Ghoul,92,$0.12 ,2,uncommon,M19,Zombie,Diregraf Ghoul enters the battlefield tapped.,2,Creature
31736,Tony Foti,B,2,There is only one fate left to those banished from the God-Pharaoh's city.,1,1,,{1}{B},2,4ad7096e-ef28-5095-85e5-7f06ee37eba9,447229,Doomed Dissenter,93,$0.07 ,1,common,M19,Human,"When Doomed Dissenter dies, create a 2/2 black Zombie creature token.",1,Creature
31737,Steven Belledin,B,1,"""It hurts more if you think about it.""
—Hooks, Cabal torturer",1,1,,{B},1,cc85dbf0-552f-5b59-9471-0f77d42041cd,447230,Duress,94,$0.04 ,,common,M19,,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",,Sorcery
31738,Anna Steinbauer,B,5,"""Fleshy, with just a hint of leather. A fine vintage.""",1,1,,{4}{B},5,69d5ac96-4648-50dc-a5eb-4a717bcb52e5,447231,Epicure of Blood,95,$0.09 ,4,common,M19,Vampire,"Whenever you gain life, each opponent loses 1 life.",4,Creature
31739,Dimitar Marinski,B,4,,1,1,,{3}{B},4,e8f1a17e-20f9-527f-a7a1-bf56ed2c5b4e,447232,Fell Specter,96,$0.27 ,1,uncommon,M19,Specter,"Flying
When Fell Specter enters the battlefield, target opponent discards a card.
Whenever an opponent discards a card, that player loses 2 life.",3,Creature
31740,Svetlin Velinov,B,5,The Great Mending that healed the Multiverse also unraveled the threads of Nicol Bolas's power.,1,1,,{3}{B}{B},5,2f7c54e1-6417-547d-b302-80bdb6193b19,447233,Fraying Omnipotence,97,$0.49 ,,rare,M19,,"Each player loses half their life, then discards half the cards in their hand, then sacrifices half the creatures they control. Round up each time.",,Sorcery
31741,Dermot Power,B,4,A full coffin is like a full coffer—both are attractive to thieves.,1,1,,{3}{B},4,81e0b1bf-1dfb-5fa7-8483-ebe5654be36f,447234,Gravedigger,98,$0.04 ,2,uncommon,M19,Zombie,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.",2,Creature
31742,Mark Behm,B,2,"""Rise and shine, my dears. We have work to do.""
—Isareth the Awakener",1,1,,{B}{B},2,605d5010-7fc7-537d-b9ad-78b6fc5a2d16,447235,Graveyard Marshal,99,$0.24 ,3,rare,M19,"Zombie,Soldier","{2}{B}, Exile a creature card from your graveyard: Create a tapped 2/2 black Zombie creature token.",2,Creature
31743,Mark Behm,B,3,"""If you want them dead, buy some poison. If you want them to have the worst day of their life before dying, then let's talk price.""",1,1,,{2}{B},3,d4bec109-5af4-57f7-b6fa-9f128eadde57,447236,Hired Blade,100,$0.01 ,3,common,M19,"Human,Assassin",Flash (You may cast this spell any time you could cast an instant.),2,Creature
31744,Pete Venters,B,4,Not once in the history of Grixis has anyone died of old age.,1,1,,{3}{B},4,4fd4fee6-c63e-518b-b72d-9d41f8910659,447237,Infectious Horror,101,$0.01 ,2,common,M19,"Zombie,Horror","Whenever Infectious Horror attacks, each opponent loses 2 life.",2,Creature
31745,Bram Sels,B,1,"""When these intruders are gone, Zendikar will be my throne, my palace, my playground.""",1,1,,{B},1,171a4a15-5a94-5f19-861f-558223f889be,447238,Infernal Reckoning,102,$0.16 ,,rare,M19,,Exile target colorless creature. You gain life equal to its power.,,Instant
31746,Mike Bierek,B,2,One who is marked by a demon in life is sure to be remembered as one in death.,1,1,,{1}{B},2,9ecdad01-5bed-5be2-8410-313a019829e5,447239,Infernal Scarring,103,$0.01 ,,common,M19,Aura,"Enchant creature
Enchanted creature gets +2/+0 and has ""When this creature dies, draw a card.""",,Enchantment
31747,Jason Rainville,B,3,,1,1,,{1}{B}{B},3,15303308-76f7-57a8-b7b3-aff1f91f4210,447240,Isareth the Awakener,104,$0.29 ,3,rare,M19,"Human,Wizard","Deathtouch
Whenever Isareth the Awakener attacks, you may pay {X}. When you do, return target creature card with mana value X from your graveyard to the battlefield with a corpse counter on it. If that creature would leave the battlefield, exile it instead of putting it anywhere else.",3,Creature
31748,Josh Hass,B,5,A lich must consume mortal souls to feed its eternal life.,1,1,,{3}{B}{B},5,6499e894-1f24-53a6-bfd4-1f1704fada82,447241,Lich's Caress,105,$0.02 ,,common,M19,,Destroy target creature. You gain 3 life.,,Sorcery
31749,Bastien L. Deharme,B,4,,1,1,4,{2}{B}{B},4,d893f359-6f5e-58fa-9808-32a8efe147af,447242,"Liliana, Untouched by Death",106,$7.86 ,,mythic,M19,Liliana,"[+1]: Mill three cards. If at least one Zombie card is milled this way, each opponent loses 2 life and you gain 2 life.
[−2]: Target creature gets -X/-X until end of turn, where X is the number of Zombies you control.
[−3]: You may cast Zombie spells from your graveyard this turn.",,Planeswalker
31750,Bastien L. Deharme,B,5,Immortality is worth any price.,1,1,,{3}{B}{B},5,68a34b6f-038e-5a50-8d82-c62baebfd5bb,447243,Liliana's Contract,107,$2.19 ,,rare,M19,,"When Liliana's Contract enters the battlefield, you draw four cards and you lose 4 life.
At the beginning of your upkeep, if you control four or more Demons with different names, you win the game.",,Enchantment
31751,Willian Murai,B,2,Liliana is never one to follow someone else's lead.,1,1,,{1}{B},2,3d0be4eb-e489-58e1-8911-842b2407dc44,447244,Macabre Waltz,108,$0.03 ,,common,M19,,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",,Sorcery
31752,Seb McKinnon,B,3,Many an inventor has collapsed under the pressure to create a flawless design.,1,1,,{2}{B},3,e54301a5-0593-5c43-9c91-9375be129860,447245,Mind Rot,109,$0.01 ,,common,M19,,Target player discards two cards.,,Sorcery
31753,Tyler Jacobson,B,3,"""It's not work if you enjoy it.""",1,1,,{1}{B}{B},3,4996f52a-6591-588d-8903-32d6e2a205c3,447246,Murder,110,$0.10 ,,uncommon,M19,,Destroy target creature.,,Instant
31754,Igor Kieryluk,B,1,"That feeling of something on your chest is usually sleep paralysis. Occasionally, it's something else.",1,1,,{B},1,1f6229e6-8480-5c0f-ac49-2858a2e91785,447247,Nightmare's Thirst,111,$0.08 ,,uncommon,M19,,"You gain 1 life. Target creature gets -X/-X until end of turn, where X is the amount of life you gained this turn.",,Instant
31755,Vincent Proce,B,5,It was a night like any other. It would soon become a night no one would ever forget.,1,1,,{3}{B}{B},5,da0cbbb6-79b8-5cce-94b6-ed0ca180e849,447248,Open the Graves,112,$0.37 ,,rare,M19,,"Whenever a nontoken creature you control dies, create a 2/2 black Zombie creature token.",,Enchantment
31756,Michael Komarck,B,3,,1,1,,{B}{B}{B},3,e7cc7602-6907-56b6-9598-0b7914d38fab,447249,Phylactery Lich,113,$0.19 ,5,rare,M19,Zombie,"Indestructible
As Phylactery Lich enters the battlefield, put a phylactery counter on an artifact you control.
When you control no permanents with phylactery counters on them, sacrifice Phylactery Lich.",5,Creature
31757,G-host Lee,B,3,"When it passes, those who sleep dream of sickness and death.",1,1,,{1}{B}{B},3,a610d3a8-180d-54cd-9f2e-4851b225ceb1,447250,Plague Mare,114,$0.09 ,2,uncommon,M19,"Nightmare,Horse","Plague Mare can't be blocked by white creatures.
When Plague Mare enters the battlefield, creatures your opponents control get -1/-1 until end of turn.",2,Creature
31758,Sam Rowan,B,3,"A harpy's hoard is a filthy, bloodstained pile of trinkets and corpses.",1,1,,{2}{B},3,0e5d758b-74f1-5c33-9487-6d8053496187,447251,Ravenous Harpy,115,$0.04 ,1,uncommon,M19,Harpy,"Flying
{1}, Sacrifice another creature: Put a +1/+1 counter on Ravenous Harpy.",2,Creature
31759,Austin Hsu,B,2,"""They may show up with the wrong thigh bone or mandible, but they always show up.""
—Zul Ashur, lich lord",1,1,,{1}{B},2,7755b890-8a07-534b-b50e-a3ba45b7fc5d,447252,Reassembling Skeleton,116,$0.24 ,1,uncommon,M19,"Skeleton,Warrior",{1}{B}: Return Reassembling Skeleton from your graveyard to the battlefield tapped.,1,Creature
31760,Kieran Yanner,B,5,"""Death is no excuse for disobedience.""
—Liliana Vess",1,1,,{4}{B},5,5614fc9b-797f-57da-b963-ae5bd2d3728b,447253,Rise from the Grave,117,$0.04 ,,uncommon,M19,,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,,Sorcery
31761,Randy Vargas,B,4,"""When it comes to killing with precision, a soul is but a hindrance.""
—Isareth the Awakener",1,1,,{3}{B},4,26c42205-f5de-53c2-a61b-8dfa49dc8dd4,447254,Skeleton Archer,118,$0.03 ,3,common,M19,"Skeleton,Archer","When Skeleton Archer enters the battlefield, it deals 1 damage to any target.",3,Creature
31762,Tomasz Jedruszek,B,3,"From the perpetual shadowsmoke that hung above the ship, a silent form emerged, lips curled with malice and anticipation.",1,1,,{2}{B},3,c54f519c-b288-5149-b720-0b2de17f2fa6,447255,Skymarch Bloodletter,119,$0.03 ,2,common,M19,"Vampire,Soldier","Flying
When Skymarch Bloodletter enters the battlefield, target opponent loses 1 life and you gain 1 life.",2,Creature
31763,Volkan Baǵa,B,2,"""You have given all to your kingdom, dear knight. Serenity shall be your prize.""
—Queen Lian",1,1,,{1}{B},2,26ef3534-c328-5ddc-9c52-89ef7dd80783,447256,Sovereign's Bite,120,$0.12 ,,common,M19,,Target player loses 3 life and you gain 3 life.,,Sorcery
31764,Chris Seaman,B,1,No part goes to waste.,1,1,,{B},1,0c7b364d-cd41-5b8c-a194-c733574866f7,447257,Stitcher's Supplier,121,$2.86 ,1,uncommon,M19,Zombie,"When Stitcher's Supplier enters the battlefield or dies, mill three cards.",1,Creature
31765,Jason A. Engle,B,4,Imagine a thousand tiny mushrooms cropping up within your lungs.,1,1,,{3}{B},4,8d6c3777-635a-53b4-b68d-5ac84b9c0a12,447258,Strangling Spores,122,$0.01 ,,common,M19,,Target creature gets -3/-3 until end of turn.,,Instant
31766,Josh Hass,B,4,"""Thread the torsos together with angel hair to ensure they will cooperate in battle.""
—*The Stitcher's Tome*",1,1,,{3}{B},4,a9e53f79-39c2-5bf3-b79f-a2d924f9b112,447259,Two-Headed Zombie,123,$0.02 ,4,common,M19,Zombie,Menace (This creature can't be blocked except by two or more creatures.),2,Creature
31767,Daarken,B,1,"One day, they may be paragons of deadly elegance. For the moment, they possess nothing but thirst.",1,1,,{B},1,6e480079-92ff-5bf5-9b8b-28b16d8de4da,447260,Vampire Neonate,124,$0.13 ,0,common,M19,Vampire,"{2}, {T}: Each opponent loses 1 life and you gain 1 life.",3,Creature
31768,Volkan Baǵa,B,5,"""Your service shall be rewarded.""
—Queen Lian",1,1,,{3}{B}{B},5,8b66ae34-b610-5192-a30b-786956353ad6,447261,Vampire Sovereign,125,$0.09 ,3,uncommon,M19,"Vampire,Noble","Flying
When Vampire Sovereign enters the battlefield, target opponent loses 3 life and you gain 3 life.",4,Creature
31769,Igor Kieryluk,B,2,"""Feeding a normal army is a problem of logistics. With zombies, it is an asset. Feeding is why they fight. Feeding is why they are feared.""
—Jadar, ghoulcaller of Nephalia",1,1,,{1}{B},2,279cb5f8-da16-5bea-911f-1e73cee52fbc,447262,Walking Corpse,126,$0.01 ,2,common,M19,Zombie,,2,Creature
31770,Eric Deschamps,R,3,She learned a tragic lesson that day: even the purest can be corrupted when the heart's emotions are twisted.,1,1,,{2}{R},3,5fd6692f-5fa5-5964-a366-cbfe1e2548a3,447263,Act of Treason,127,$0.01 ,,common,M19,,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.),,Sorcery
31771,Alayna Danner,R,1,"""A rare and fascinating phenomenon.""
—Tamiyo",1,1,,{R},1,0b426496-9639-51bb-a030-545794e67fe4,447264,Alpine Moon,128,$5.34 ,,rare,M19,,"As Alpine Moon enters the battlefield, choose a nonbasic land card name.
Lands your opponents control with the chosen name lose all land types and abilities, and they gain ""{T}: Add one mana of any color.""",,Enchantment
31772,Svetlin Velinov,R,10,"""As I desire, so it shall be.""
—Nicol Bolas",1,1,,{7}{R}{R}{R},10,79d73934-3e85-5832-86bf-21127476484b,447265,Apex of Power,129,$0.39 ,,mythic,M19,,"Exile the top seven cards of your library. Until end of turn, you may cast spells from among them.
If this spell was cast from your hand, add ten mana of any one color.",,Sorcery
31773,Raymond Swanland,R,1,"For Sarkhan Vol, the dragon is the purest expression of life's savage splendor.",1,1,,{X}{R},1,f006ae83-377d-57a0-9e00-7a5047403830,447266,Banefire,130,$0.71 ,,rare,M19,,"Banefire deals X damage to any target.
If X is 5 or more, this spell can't be countered and the damage can't be prevented.",,Sorcery
31774,Igor Kieryluk,R,3,"He has the biggest bashing stick, so it's a safe bet he's the leader.",1,1,,{2}{R},3,6b432e2f-3f3a-5fcb-8893-21bf0850b68f,447267,Boggart Brute,131,$0.01 ,3,common,M19,"Goblin,Warrior",Menace (This creature can't be blocked except by two or more creatures.),2,Creature
31775,Deruchenko Alexander,R,3,"As the hyperstormic generator crept past redline, a being emerged from the arc.",1,1,,{2}{R},3,14d41c57-1ae7-505f-9ab4-528ccdd73445,447268,Catalyst Elemental,132,$0.02 ,2,common,M19,Elemental,Sacrifice Catalyst Elemental: Add {R}{R}.,2,Creature
31776,Izzy,R,1,,1,1,,{R},1,4e512273-dfbd-50be-ae0c-cb03613fe8e5,447269,Crash Through,133,$0.11 ,,common,M19,,"Creatures you control gain trample until end of turn. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.)
Draw a card.",,Sorcery
31777,Deruchenko Alexander,R,2,Eyes are unnecessary for seeing the future.,1,1,,{1}{R},2,2d18d6ad-e0c2-5cff-9149-6258a2637e84,447270,Dark-Dweller Oracle,134,$0.24 ,2,rare,M19,"Goblin,Shaman","{1}, Sacrifice a creature: Exile the top card of your library. You may play that card this turn. (You still pay its costs. You can play a land this way only if you have an available land play remaining.)",2,Creature
31778,Chris Rahn,R,5,A knight's devotion to their steed goes only so far.,1,1,,{3}{R}{R},5,d27c4699-3f7b-51de-9b36-3b0b3334b2ee,447271,Demanding Dragon,135,$0.22 ,5,rare,M19,Dragon,"Flying
When Demanding Dragon enters the battlefield, it deals 5 damage to target opponent unless that player sacrifices a creature.",5,Creature
31779,Bram Sels,R,2,"""Burn. Burn. Keep. Burn.""",1,1,,{1}{R},2,ba4aa9b6-6144-5de0-8c38-59733d3a04f4,447272,Dismissive Pyromancer,136,$0.15 ,2,rare,M19,"Human,Wizard","{R}, {T}, Discard a card: Draw a card.
{2}{R}, {T}, Sacrifice Dismissive Pyromancer: It deals 4 damage to target creature.",2,Creature
31780,Even Amundsen,R,2,"First the insult, then the encore.",1,1,,{R}{R},2,0c019294-e6f2-5d0f-9f8c-15af9a12e516,447273,Doublecast,137,$0.16 ,,uncommon,M19,,"When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.",,Sorcery
31781,Jack Wang,R,3,Dragon birth lairs are littered with treasure to entice the young from their eggs.,1,1,,{2}{R},3,42063f72-47ac-50c5-a33d-b66c87cd8904,447274,Dragon Egg,138,$0.08 ,0,uncommon,M19,"Dragon,Egg","Defender
When Dragon Egg dies, create a 2/2 red Dragon creature token with flying and ""{R}: This creature gets +1/+0 until end of turn.""",2,Creature
31782,Craig J Spearing,R,4,"""Some hid from the storm. I embraced it and learned its name.""",1,1,,{3}{R},4,865857a5-9d03-511b-bb1e-4fb5364aecdf,447275,Electrify,139,$0.01 ,,common,M19,,Electrify deals 4 damage to target creature.,,Instant
31783,Joe Slucher,R,6,Negotiations reached an abrupt conclusion.,1,1,,{4}{R}{R},6,16598cbf-e50d-5762-b6b7-562249b7ef11,447276,Fiery Finish,140,$0.01 ,,uncommon,M19,,Fiery Finish deals 7 damage to target creature.,,Sorcery
31784,Slawomir Maniak,R,5,It treads on feet of coals and strikes with the force of a volcano.,1,1,,{3}{R}{R},5,52ccfb90-c286-5349-b157-7104f68e7ea8,447277,Fire Elemental,141,$0.01 ,5,common,M19,Elemental,,4,Creature
31785,Filip Burburan,R,2,"""We can take 'em. You go first!""",1,1,,{1}{R},2,cbf019fb-f12f-56a8-b2e2-4a54f7a14a9e,447278,Goblin Instigator,142,$0.22 ,1,common,M19,"Goblin,Rogue","When Goblin Instigator enters the battlefield, create a 1/1 red Goblin creature token.",1,Creature
31786,Johann Bodin,R,1,Small words stoke large flames.,1,1,,{R},1,66326867-3aea-5c85-9cb8-ba9b1a5a2988,447279,Goblin Motivator,143,$0.19 ,1,common,M19,"Goblin,Warrior",{T}: Target creature gains haste until end of turn. (It can attack and {T} this turn.),1,Creature
