cn,artist,cardindex,colors,convertedManaCost,flavor_text,loyalty,manaCost,manaValue,mtgjsonV4Id,multiverseId,name,power,Price (Dollars),rarity,rules_text,setCode,subtypes,toughness,types
90,Nils Hamm,31733,B,3,"For the necromancer barons, killing and recruitment are one and the same.",,{1}{B}{B},3,1cf20ad4-cbeb-5909-942b-474f81bb1dbf,447226,Death Baron,2,1.77,rare,Skeletons you control and other Zombies you control get +1/+1 and have deathtouch.,M19,"Zombie,Wizard",2,Creature
91,Sidharth Chaturvedi,31734,B,4,"A pit yawned open, a column of oily smoke arose, and a towering form hissed, ""I accept this offering.""",,{2}{B}{B},4,f8563767-953e-5b64-a359-0120b327589d,447227,Demon of Catastrophes,6,0.22,rare,"As an additional cost to cast this spell, sacrifice a creature.
Flying, trample",M19,Demon,6,Creature
92,Dave Kendall,31735,B,1,"""At least this one still has arms and legs. Well, most of its legs.""
â€”Enslow, ghoulcaller of Nephalia",,{B},1,86163c0e-cf8d-5c7c-942d-dd8a5f73554a,447228,Diregraf Ghoul,2,0.12,uncommon,Diregraf Ghoul enters the battlefield tapped.,M19,Zombie,2,Creature
93,Tony Foti,31736,B,2,There is only one fate left to those banished from the God-Pharaoh's city.,,{1}{B},2,4ad7096e-ef28-5095-85e5-7f06ee37eba9,447229,Doomed Dissenter,1,0.07,common,"When Doomed Dissenter dies, create a 2/2 black Zombie creature token.",M19,Human,1,Creature
94,Steven Belledin,31737,B,1,"""It hurts more if you think about it.""
â€”Hooks, Cabal torturer",,{B},1,cc85dbf0-552f-5b59-9471-0f77d42041cd,447230,Duress,,0.04,common,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",M19,,,Sorcery
95,Anna Steinbauer,31738,B,5,"""Fleshy, with just a hint of leather. A fine vintage.""",,{4}{B},5,69d5ac96-4648-50dc-a5eb-4a717bcb52e5,447231,Epicure of Blood,4,0.09,common,"Whenever you gain life, each opponent loses 1 life.",M19,Vampire,4,Creature
96,Dimitar Marinski,31739,B,4,,,{3}{B},4,e8f1a17e-20f9-527f-a7a1-bf56ed2c5b4e,447232,Fell Specter,1,0.27,uncommon,"Flying
When Fell Specter enters the battlefield, target opponent discards a card.
Whenever an opponent discards a card, that player loses 2 life.",M19,Specter,3,Creature
97,Svetlin Velinov,31740,B,5,The Great Mending that healed the Multiverse also unraveled the threads of Nicol Bolas's power.,,{3}{B}{B},5,2f7c54e1-6417-547d-b302-80bdb6193b19,447233,Fraying Omnipotence,,0.49,rare,"Each player loses half their life, then discards half the cards in their hand, then sacrifices half the creatures they control. Round up each time.",M19,,,Sorcery
98,Dermot Power,31741,B,4,A full coffin is like a full cofferâ€”both are attractive to thieves.,,{3}{B},4,81e0b1bf-1dfb-5fa7-8483-ebe5654be36f,447234,Gravedigger,2,0.04,uncommon,"When Gravedigger enters the battlefield, you may return target creature card from your graveyard to your hand.",M19,Zombie,2,Creature
99,Mark Behm,31742,B,2,"""Rise and shine, my dears. We have work to do.""
â€”Isareth the Awakener",,{B}{B},2,605d5010-7fc7-537d-b9ad-78b6fc5a2d16,447235,Graveyard Marshal,3,0.24,rare,"{2}{B}, Exile a creature card from your graveyard: Create a tapped 2/2 black Zombie creature token.",M19,"Zombie,Soldier",2,Creature
100,Mark Behm,31743,B,3,"""If you want them dead, buy some poison. If you want them to have the worst day of their life before dying, then let's talk price.""",,{2}{B},3,d4bec109-5af4-57f7-b6fa-9f128eadde57,447236,Hired Blade,3,0.01,common,Flash (You may cast this spell any time you could cast an instant.),M19,"Human,Assassin",2,Creature
101,Pete Venters,31744,B,4,Not once in the history of Grixis has anyone died of old age.,,{3}{B},4,4fd4fee6-c63e-518b-b72d-9d41f8910659,447237,Infectious Horror,2,0.01,common,"Whenever Infectious Horror attacks, each opponent loses 2 life.",M19,"Zombie,Horror",2,Creature
102,Bram Sels,31745,B,1,"""When these intruders are gone, Zendikar will be my throne, my palace, my playground.""",,{B},1,171a4a15-5a94-5f19-861f-558223f889be,447238,Infernal Reckoning,,0.16,rare,Exile target colorless creature. You gain life equal to its power.,M19,,,Instant
103,Mike Bierek,31746,B,2,One who is marked by a demon in life is sure to be remembered as one in death.,,{1}{B},2,9ecdad01-5bed-5be2-8410-313a019829e5,447239,Infernal Scarring,,0.01,common,"Enchant creature
Enchanted creature gets +2/+0 and has ""When this creature dies, draw a card.""",M19,Aura,,Enchantment
104,Jason Rainville,31747,B,3,,,{1}{B}{B},3,15303308-76f7-57a8-b7b3-aff1f91f4210,447240,Isareth the Awakener,3,0.29,rare,"Deathtouch
Whenever Isareth the Awakener attacks, you may pay {X}. When you do, return target creature card with mana value X from your graveyard to the battlefield with a corpse counter on it. If that creature would leave the battlefield, exile it instead of putting it anywhere else.",M19,"Human,Wizard",3,Creature
105,Josh Hass,31748,B,5,A lich must consume mortal souls to feed its eternal life.,,{3}{B}{B},5,6499e894-1f24-53a6-bfd4-1f1704fada82,447241,Lich's Caress,,0.02,common,Destroy target creature. You gain 3 life.,M19,,,Sorcery
106,Bastien L. Deharme,31749,B,4,,4,{2}{B}{B},4,d893f359-6f5e-58fa-9808-32a8efe147af,447242,"Liliana, Untouched by Death",,7.86,mythic,"[+1]: Mill three cards. If at least one Zombie card is milled this way, each opponent loses 2 life and you gain 2 life.
[âˆ’2]: Target creature gets -X/-X until end of turn, where X is the number of Zombies you control.
[âˆ’3]: You may cast Zombie spells from your graveyard this turn.",M19,Liliana,,Planeswalker
107,Bastien L. Deharme,31750,B,5,Immortality is worth any price.,,{3}{B}{B},5,68a34b6f-038e-5a50-8d82-c62baebfd5bb,447243,Liliana's Contract,,2.19,rare,"When Liliana's Contract enters the battlefield, you draw four cards and you lose 4 life.
At the beginning of your upkeep, if you control four or more Demons with different names, you win the game.",M19,,,Enchantment
108,Willian Murai,31751,B,2,Liliana is never one to follow someone else's lead.,,{1}{B},2,3d0be4eb-e489-58e1-8911-842b2407dc44,447244,Macabre Waltz,,0.03,common,"Return up to two target creature cards from your graveyard to your hand, then discard a card.",M19,,,Sorcery
109,Seb McKinnon,31752,B,3,Many an inventor has collapsed under the pressure to create a flawless design.,,{2}{B},3,e54301a5-0593-5c43-9c91-9375be129860,447245,Mind Rot,,0.01,common,Target player discards two cards.,M19,,,Sorcery
110,Tyler Jacobson,31753,B,3,"""It's not work if you enjoy it.""",,{1}{B}{B},3,4996f52a-6591-588d-8903-32d6e2a205c3,447246,Murder,,0.10,uncommon,Destroy target creature.,M19,,,Instant
111,Igor Kieryluk,31754,B,1,"That feeling of something on your chest is usually sleep paralysis. Occasionally, it's something else.",,{B},1,1f6229e6-8480-5c0f-ac49-2858a2e91785,447247,Nightmare's Thirst,,0.08,uncommon,"You gain 1 life. Target creature gets -X/-X until end of turn, where X is the amount of life you gained this turn.",M19,,,Instant
112,Vincent Proce,31755,B,5,It was a night like any other. It would soon become a night no one would ever forget.,,{3}{B}{B},5,da0cbbb6-79b8-5cce-94b6-ed0ca180e849,447248,Open the Graves,,0.37,rare,"Whenever a nontoken creature you control dies, create a 2/2 black Zombie creature token.",M19,,,Enchantment
113,Michael Komarck,31756,B,3,,,{B}{B}{B},3,e7cc7602-6907-56b6-9598-0b7914d38fab,447249,Phylactery Lich,5,0.19,rare,"Indestructible
As Phylactery Lich enters the battlefield, put a phylactery counter on an artifact you control.
When you control no permanents with phylactery counters on them, sacrifice Phylactery Lich.",M19,Zombie,5,Creature
114,G-host Lee,31757,B,3,"When it passes, those who sleep dream of sickness and death.",,{1}{B}{B},3,a610d3a8-180d-54cd-9f2e-4851b225ceb1,447250,Plague Mare,2,0.09,uncommon,"Plague Mare can't be blocked by white creatures.
When Plague Mare enters the battlefield, creatures your opponents control get -1/-1 until end of turn.",M19,"Nightmare,Horse",2,Creature
115,Sam Rowan,31758,B,3,"A harpy's hoard is a filthy, bloodstained pile of trinkets and corpses.",,{2}{B},3,0e5d758b-74f1-5c33-9487-6d8053496187,447251,Ravenous Harpy,1,0.04,uncommon,"Flying
{1}, Sacrifice another creature: Put a +1/+1 counter on Ravenous Harpy.",M19,Harpy,2,Creature
116,Austin Hsu,31759,B,2,"""They may show up with the wrong thigh bone or mandible, but they always show up.""
â€”Zul Ashur, lich lord",,{1}{B},2,7755b890-8a07-534b-b50e-a3ba45b7fc5d,447252,Reassembling Skeleton,1,0.24,uncommon,{1}{B}: Return Reassembling Skeleton from your graveyard to the battlefield tapped.,M19,"Skeleton,Warrior",1,Creature
117,Kieran Yanner,31760,B,5,"""Death is no excuse for disobedience.""
â€”Liliana Vess",,{4}{B},5,5614fc9b-797f-57da-b963-ae5bd2d3728b,447253,Rise from the Grave,,0.04,uncommon,Put target creature card from a graveyard onto the battlefield under your control. That creature is a black Zombie in addition to its other colors and types.,M19,,,Sorcery
118,Randy Vargas,31761,B,4,"""When it comes to killing with precision, a soul is but a hindrance.""
â€”Isareth the Awakener",,{3}{B},4,26c42205-f5de-53c2-a61b-8dfa49dc8dd4,447254,Skeleton Archer,3,0.03,common,"When Skeleton Archer enters the battlefield, it deals 1 damage to any target.",M19,"Skeleton,Archer",3,Creature
119,Tomasz Jedruszek,31762,B,3,"From the perpetual shadowsmoke that hung above the ship, a silent form emerged, lips curled with malice and anticipation.",,{2}{B},3,c54f519c-b288-5149-b720-0b2de17f2fa6,447255,Skymarch Bloodletter,2,0.03,common,"Flying
When Skymarch Bloodletter enters the battlefield, target opponent loses 1 life and you gain 1 life.",M19,"Vampire,Soldier",2,Creature
120,Volkan BaÇµa,31763,B,2,"""You have given all to your kingdom, dear knight. Serenity shall be your prize.""
â€”Queen Lian",,{1}{B},2,26ef3534-c328-5ddc-9c52-89ef7dd80783,447256,Sovereign's Bite,,0.12,common,Target player loses 3 life and you gain 3 life.,M19,,,Sorcery
121,Chris Seaman,31764,B,1,No part goes to waste.,,{B},1,0c7b364d-cd41-5b8c-a194-c733574866f7,447257,Stitcher's Supplier,1,2.86,uncommon,"When Stitcher's Supplier enters the battlefield or dies, mill three cards.",M19,Zombie,1,Creature
122,Jason A. Engle,31765,B,4,Imagine a thousand tiny mushrooms cropping up within your lungs.,,{3}{B},4,8d6c3777-635a-53b4-b68d-5ac84b9c0a12,447258,Strangling Spores,,0.01,common,Target creature gets -3/-3 until end of turn.,M19,,,Instant
123,Josh Hass,31766,B,4,"""Thread the torsos together with angel hair to ensure they will cooperate in battle.""
â€”*The Stitcher's Tome*",,{3}{B},4,a9e53f79-39c2-5bf3-b79f-a2d924f9b112,447259,Two-Headed Zombie,4,0.02,common,Menace (This creature can't be blocked except by two or more creatures.),M19,Zombie,2,Creature
124,Daarken,31767,B,1,"One day, they may be paragons of deadly elegance. For the moment, they possess nothing but thirst.",,{B},1,6e480079-92ff-5bf5-9b8b-28b16d8de4da,447260,Vampire Neonate,0,0.13,common,"{2}, {T}: Each opponent loses 1 life and you gain 1 life.",M19,Vampire,3,Creature
125,Volkan BaÇµa,31768,B,5,"""Your service shall be rewarded.""
â€”Queen Lian",,{3}{B}{B},5,8b66ae34-b610-5192-a30b-786956353ad6,447261,Vampire Sovereign,3,0.09,uncommon,"Flying
When Vampire Sovereign enters the battlefield, target opponent loses 3 life and you gain 3 life.",M19,"Vampire,Noble",4,Creature
126,Igor Kieryluk,31769,B,2,"""Feeding a normal army is a problem of logistics. With zombies, it is an asset. Feeding is why they fight. Feeding is why they are feared.""
â€”Jadar, ghoulcaller of Nephalia",,{1}{B},2,279cb5f8-da16-5bea-911f-1e73cee52fbc,447262,Walking Corpse,2,0.01,common,,M19,Zombie,2,Creature
127,Eric Deschamps,31770,R,3,She learned a tragic lesson that day: even the purest can be corrupted when the heart's emotions are twisted.,,{2}{R},3,5fd6692f-5fa5-5964-a366-cbfe1e2548a3,447263,Act of Treason,,0.01,common,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. (It can attack and {T} this turn.),M19,,,Sorcery
128,Alayna Danner,31771,R,1,"""A rare and fascinating phenomenon.""
â€”Tamiyo",,{R},1,0b426496-9639-51bb-a030-545794e67fe4,447264,Alpine Moon,,5.34,rare,"As Alpine Moon enters the battlefield, choose a nonbasic land card name.
Lands your opponents control with the chosen name lose all land types and abilities, and they gain ""{T}: Add one mana of any color.""",M19,,,Enchantment
129,Svetlin Velinov,31772,R,10,"""As I desire, so it shall be.""
â€”Nicol Bolas",,{7}{R}{R}{R},10,79d73934-3e85-5832-86bf-21127476484b,447265,Apex of Power,,0.39,mythic,"Exile the top seven cards of your library. Until end of turn, you may cast spells from among them.
If this spell was cast from your hand, add ten mana of any one color.",M19,,,Sorcery
130,Raymond Swanland,31773,R,1,"For Sarkhan Vol, the dragon is the purest expression of life's savage splendor.",,{X}{R},1,f006ae83-377d-57a0-9e00-7a5047403830,447266,Banefire,,0.71,rare,"Banefire deals X damage to any target.
If X is 5 or more, this spell can't be countered and the damage can't be prevented.",M19,,,Sorcery
131,Igor Kieryluk,31774,R,3,"He has the biggest bashing stick, so it's a safe bet he's the leader.",,{2}{R},3,6b432e2f-3f3a-5fcb-8893-21bf0850b68f,447267,Boggart Brute,3,0.01,common,Menace (This creature can't be blocked except by two or more creatures.),M19,"Goblin,Warrior",2,Creature
132,Deruchenko Alexander,31775,R,3,"As the hyperstormic generator crept past redline, a being emerged from the arc.",,{2}{R},3,14d41c57-1ae7-505f-9ab4-528ccdd73445,447268,Catalyst Elemental,2,0.02,common,Sacrifice Catalyst Elemental: Add {R}{R}.,M19,Elemental,2,Creature
133,Izzy,31776,R,1,,,{R},1,4e512273-dfbd-50be-ae0c-cb03613fe8e5,447269,Crash Through,,0.11,common,"Creatures you control gain trample until end of turn. (A creature with trample can deal excess combat damage to the player or planeswalker it's attacking.)
Draw a card.",M19,,,Sorcery
134,Deruchenko Alexander,31777,R,2,Eyes are unnecessary for seeing the future.,,{1}{R},2,2d18d6ad-e0c2-5cff-9149-6258a2637e84,447270,Dark-Dweller Oracle,2,0.24,rare,"{1}, Sacrifice a creature: Exile the top card of your library. You may play that card this turn. (You still pay its costs. You can play a land this way only if you have an available land play remaining.)",M19,"Goblin,Shaman",2,Creature
135,Chris Rahn,31778,R,5,A knight's devotion to their steed goes only so far.,,{3}{R}{R},5,d27c4699-3f7b-51de-9b36-3b0b3334b2ee,447271,Demanding Dragon,5,0.22,rare,"Flying
When Demanding Dragon enters the battlefield, it deals 5 damage to target opponent unless that player sacrifices a creature.",M19,Dragon,5,Creature
136,Bram Sels,31779,R,2,"""Burn. Burn. Keep. Burn.""",,{1}{R},2,ba4aa9b6-6144-5de0-8c38-59733d3a04f4,447272,Dismissive Pyromancer,2,0.15,rare,"{R}, {T}, Discard a card: Draw a card.
{2}{R}, {T}, Sacrifice Dismissive Pyromancer: It deals 4 damage to target creature.",M19,"Human,Wizard",2,Creature
137,Even Amundsen,31780,R,2,"First the insult, then the encore.",,{R}{R},2,0c019294-e6f2-5d0f-9f8c-15af9a12e516,447273,Doublecast,,0.16,uncommon,"When you cast your next instant or sorcery spell this turn, copy that spell. You may choose new targets for the copy.",M19,,,Sorcery
138,Jack Wang,31781,R,3,Dragon birth lairs are littered with treasure to entice the young from their eggs.,,{2}{R},3,42063f72-47ac-50c5-a33d-b66c87cd8904,447274,Dragon Egg,0,0.08,uncommon,"Defender
When Dragon Egg dies, create a 2/2 red Dragon creature token with flying and ""{R}: This creature gets +1/+0 until end of turn.""",M19,"Dragon,Egg",2,Creature
139,Craig J Spearing,31782,R,4,"""Some hid from the storm. I embraced it and learned its name.""",,{3}{R},4,865857a5-9d03-511b-bb1e-4fb5364aecdf,447275,Electrify,,0.01,common,Electrify deals 4 damage to target creature.,M19,,,Instant
140,Joe Slucher,31783,R,6,Negotiations reached an abrupt conclusion.,,{4}{R}{R},6,16598cbf-e50d-5762-b6b7-562249b7ef11,447276,Fiery Finish,,0.01,uncommon,Fiery Finish deals 7 damage to target creature.,M19,,,Sorcery
141,Slawomir Maniak,31784,R,5,It treads on feet of coals and strikes with the force of a volcano.,,{3}{R}{R},5,52ccfb90-c286-5349-b157-7104f68e7ea8,447277,Fire Elemental,5,0.01,common,,M19,Elemental,4,Creature
142,Filip Burburan,31785,R,2,"""We can take 'em. You go first!""",,{1}{R},2,cbf019fb-f12f-56a8-b2e2-4a54f7a14a9e,447278,Goblin Instigator,1,0.22,common,"When Goblin Instigator enters the battlefield, create a 1/1 red Goblin creature token.",M19,"Goblin,Rogue",1,Creature
143,Johann Bodin,31786,R,1,Small words stoke large flames.,,{R},1,66326867-3aea-5c85-9cb8-ba9b1a5a2988,447279,Goblin Motivator,1,0.19,common,{T}: Target creature gains haste until end of turn. (It can attack and {T} this turn.),M19,"Goblin,Warrior",1,Creature
144,Jakub Kasper,31787,R,4,"""Folks 'round here are too in love with their contraptions. Does them some good if we smash one every so often.""",,{2}{R}{R},4,fb8ac5e7-1998-5ca9-92a2-2b217652b4b9,447280,Goblin Trashmaster,3,2.55,rare,"Other Goblins you control get +1/+1.
Sacrifice a Goblin: Destroy target artifact.",M19,"Goblin,Warrior",3,Creature
145,Mathias Kollros,31788,R,3,"""I found a new toy. Wanna play?""",,{2}{R},3,da99586d-41ca-5de6-83bb-18373c28ec69,447281,Guttersnipe,2,0.23,uncommon,"Whenever you cast an instant or sorcery spell, Guttersnipe deals 2 damage to each opponent.",M19,"Goblin,Shaman",2,Creature
146,Viktor Titov,31789,R,4,"For devils, burning things is the highest form of comedy, diversion, and artistic expression.",,{2}{R}{R},4,2d99e25d-fbed-5374-a3b3-e5624c9949ab,447282,Havoc Devils,4,0.01,common,Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.),M19,Devil,3,Creature
